index,tweet_id,author_id,inbound,created_at,chat_conversation,response_tweet_id,in_response_to_tweet_id,sentiment_analysis,sentiment,sentiment_explanation
915,1489,HPSupport,False,Tue Oct 31 22:00:23 +0000 2017,"@116013 Hey Daniel, I'm here to help! If you wish to speak to someone then you need to contact HP phone support. ...1/2",,1488.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fornecendo informações práticas sobre como entrar em contato com o suporte da HP, sem expressar emoções positivas ou negativas. A mensagem é direta e objetiva, como demonstrado na frase: 'If you wish to speak to someone then you need to contact HP phone support.'""
}",Neutro,"O usuário está fornecendo informações práticas sobre como entrar em contato com o suporte da HP, sem expressar emoções positivas ou negativas. A mensagem é direta e objetiva, como demonstrado na frase: 'If you wish to speak to someone then you need to contact HP phone support.'"
916,1490,ChaseSupport,False,Tue Oct 31 22:23:08 +0000 2017,@116014 2/2 to the merchant's site to make the purchase. ^BG,1491,1492.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma instrução clara sobre o processo de compra, sem expressar emoções ou opiniões positivas ou negativas. O tom é informativo e direto, como indicado pela frase 'to the merchant's site to make the purchase'.""
}",Neutro,"A mensagem do usuário é uma instrução clara sobre o processo de compra, sem expressar emoções ou opiniões positivas ou negativas. O tom é informativo e direto, como indicado pela frase 'to the merchant's site to make the purchase'."
917,1491,116014,True,Tue Oct 31 22:56:40 +0000 2017,"@ChaseSupport Sounds good, thanks!",,1490.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou satisfação e gratidão ao responder 'Sounds good, thanks!', o que indica um sentimento positivo em relação à interação.""
}",Positivo,"O usuário expressou satisfação e gratidão ao responder 'Sounds good, thanks!', o que indica um sentimento positivo em relação à interação."
918,1492,116014,True,Tue Oct 31 22:15:52 +0000 2017,Hi @ChaseSupport do I have to go through the Chase Online Ultimate Rewards webpage to get the extra cash back when I shop?,"1490,1493",,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta direta sobre o processo de obtenção de cashback, sem expressar emoções positivas ou negativas. A mensagem é informativa e objetiva, indicando uma busca por esclarecimento.""
}",Neutro,"O usuário está fazendo uma pergunta direta sobre o processo de obtenção de cashback, sem expressar emoções positivas ou negativas. A mensagem é informativa e objetiva, indicando uma busca por esclarecimento."
919,1493,ChaseSupport,False,Tue Oct 31 22:23:08 +0000 2017,"@116014 1/2 Hello, in order to get the cash back, you'll need to click the link from the Ultimate Rewards website. You'll be routed",,1492.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e direta, sem expressar emoções positivas ou negativas. O foco está em fornecer instruções sobre como obter o cashback, o que não indica um sentimento forte. A frase 'You'll be routed' é técnica e não carrega emoção.""
}",Neutro,"A mensagem do usuário é informativa e direta, sem expressar emoções positivas ou negativas. O foco está em fornecer instruções sobre como obter o cashback, o que não indica um sentimento forte. A frase 'You'll be routed' é técnica e não carrega emoção."
920,1494,ChaseSupport,False,Tue Oct 31 22:10:44 +0000 2017,"@116015 We appreciate the kind words. If you have questions or concerns, please let us know. We're here to help. ^CR",,1495.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou gratidão ao agradecer pelas 'palavras gentis', o que indica um sentimento de apreciação e satisfação. A frase 'Estamos aqui para ajudar' também sugere um tom acolhedor e prestativo.""
}",Positivo,"O usuário expressou gratidão ao agradecer pelas 'palavras gentis', o que indica um sentimento de apreciação e satisfação. A frase 'Estamos aqui para ajudar' também sugere um tom acolhedor e prestativo."
921,1495,116015,True,Tue Oct 31 21:00:04 +0000 2017,"I've had some ups and downs from banking with Chase, but lately they've been really good to me. So shoutout to you @116016 👏✊",1494,,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa uma experiência recente favorável com o banco Chase, mencionando que, apesar de ter enfrentado dificuldades anteriormente, agora está satisfeito com o serviço. O uso de 'really good to me' e o 'shoutout' indicam um tom positivo e de gratidão.""
}",Positivo,"O usuário expressa uma experiência recente favorável com o banco Chase, mencionando que, apesar de ter enfrentado dificuldades anteriormente, agora está satisfeito com o serviço. O uso de 'really good to me' e o 'shoutout' indicam um tom positivo e de gratidão."
922,1496,ChaseSupport,False,Tue Oct 31 22:09:45 +0000 2017,@116017 I’d like to review this further for you. Could you please DM your name &amp; zip code? ^BG https://t.co/znUu1VJn9r,,1497.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação de informações adicionais para revisão, sem expressar emoções positivas ou negativas. O tom é profissional e direto, como indicado pela frase 'I’d like to review this further for you'.""
}",Neutro,"A mensagem do usuário é uma solicitação de informações adicionais para revisão, sem expressar emoções positivas ou negativas. O tom é profissional e direto, como indicado pela frase 'I’d like to review this further for you'."
923,1497,116017,True,Tue Oct 31 21:58:55 +0000 2017,Hey @116016 we're gonna need to talk about all these pending charges that keep going through my account 5 days after the transaction was made.... I'm getting real irritated.,1496,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa irritação em relação a cobranças pendentes em sua conta, indicando descontentamento. O trecho 'I'm getting real irritated' demonstra claramente um sentimento negativo.""
}",Negativo,"O usuário expressa irritação em relação a cobranças pendentes em sua conta, indicando descontentamento. O trecho 'I'm getting real irritated' demonstra claramente um sentimento negativo."
924,1498,ChaseSupport,False,Tue Oct 31 22:05:56 +0000 2017,@116018 We're glad we were able to help! ^JG,,1499.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa satisfação ao afirmar que está 'feliz' por ter recebido ajuda, o que indica um sentimento positivo em relação à interação.""
}",Positivo,"O usuário expressa satisfação ao afirmar que está 'feliz' por ter recebido ajuda, o que indica um sentimento positivo em relação à interação."
925,1499,116018,True,Tue Oct 31 22:01:14 +0000 2017,"@ChaseSupport Just got off the phone with them, you guys were great!",1498,1500.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou satisfação ao afirmar que a equipe foi 'ótima' após uma interação telefônica, o que indica um sentimento positivo em relação ao atendimento recebido.""
}",Positivo,"O usuário expressou satisfação ao afirmar que a equipe foi 'ótima' após uma interação telefônica, o que indica um sentimento positivo em relação ao atendimento recebido."
926,1500,ChaseSupport,False,Tue Oct 31 21:42:26 +0000 2017,@116018 Aw! It's our pleasure to help. Let us know if we can be of additional assistance. ^JG,1499,1501.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão e satisfação ao dizer 'Aw! It's our pleasure to help', o que indica um tom amigável e prestativo. A intenção de ajudar e a disposição para oferecer assistência adicional reforçam um sentimento positivo na conversa.""
}",Positivo,"O usuário expressa gratidão e satisfação ao dizer 'Aw! It's our pleasure to help', o que indica um tom amigável e prestativo. A intenção de ajudar e a disposição para oferecer assistência adicional reforçam um sentimento positivo na conversa."
927,1501,116018,True,Tue Oct 31 21:24:22 +0000 2017,@ChaseSupport Thanks guys!,1500,1502.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressou gratidão ao agradecer a equipe de suporte, o que indica um sentimento positivo. O uso de 'Thanks guys!' demonstra apreciação e satisfação com o atendimento recebido.""
}",Positivo,"O usuário expressou gratidão ao agradecer a equipe de suporte, o que indica um sentimento positivo. O uso de 'Thanks guys!' demonstra apreciação e satisfação com o atendimento recebido."
928,1502,ChaseSupport,False,Tue Oct 31 21:22:14 +0000 2017,@116018 We would be happy to look into this for you. Could you DM your name and zip code? ^JG https://t.co/znUu1VJn9r,"1503,1501",1504.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário não expressou emoções positivas ou negativas, apenas fez um pedido de informações para que a equipe pudesse ajudar. A mensagem é direta e objetiva, sem indícios de entusiasmo ou descontentamento.""
}",Neutro,"O usuário não expressou emoções positivas ou negativas, apenas fez um pedido de informações para que a equipe pudesse ajudar. A mensagem é direta e objetiva, sem indícios de entusiasmo ou descontentamento."
929,1504,116018,True,Tue Oct 31 20:53:38 +0000 2017,"@ChaseSupport I couldn't find an e-mail online. You have my apartment address but not my number, how can I update that to ensure the card gets to me?",1502,1505.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao não conseguir encontrar um e-mail e ao mencionar que a empresa possui seu endereço, mas não seu número de telefone. Isso indica uma insatisfação com a falta de informações e a dificuldade em atualizar seus dados, como evidenciado pela frase: 'I couldn't find an e-mail online.'""
}",Negativo,"O usuário expressa frustração ao não conseguir encontrar um e-mail e ao mencionar que a empresa possui seu endereço, mas não seu número de telefone. Isso indica uma insatisfação com a falta de informações e a dificuldade em atualizar seus dados, como evidenciado pela frase: 'I couldn't find an e-mail online.'"
930,1505,116018,True,Tue Oct 31 20:52:49 +0000 2017,"@ChaseSupport I applied for a credit card and but i was never asked for my apt #, tried calling but couldn't get past your automated system.",1504,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar que não foi solicitado um número de apartamento durante o processo de solicitação do cartão de crédito e menciona dificuldades em contatar o suporte, o que indica insatisfação. A frase 'não consegui passar pelo seu sistema automatizado' demonstra claramente essa frustração.""
}",Negativo,"O usuário expressa frustração ao relatar que não foi solicitado um número de apartamento durante o processo de solicitação do cartão de crédito e menciona dificuldades em contatar o suporte, o que indica insatisfação. A frase 'não consegui passar pelo seu sistema automatizado' demonstra claramente essa frustração."
